,Latitude,Longitude,Altitude (m), Vl (km/h)
1693,45.95883359,-66.62825768,-21.724,0.754
1694,45.958831,-66.62825519,-21.726,0.788
1695,45.95882846,-66.6282528,-21.728,0.75
1696,45.9588259,-66.6282503,-21.736,0.73
1697,45.95882334,-66.62824788,-21.738,0.755
1698,45.95882076,-66.62824552,-21.738,0.718
1699,45.95881814,-66.62824304,-21.741,0.682
1700,45.95881547,-66.62824058,-21.74,0.673
1701,45.95881282,-66.62823823,-21.737,0.659
1702,45.95881019,-66.62823589,-21.738,0.608
1703,45.95880757,-66.62823352,-21.738,0.582
1704,45.95880496,-66.62823118,-21.74,0.559
1705,45.95880237,-66.62822888,-21.738,0.541
1706,45.95879976,-66.62822658,-21.741,0.516
1707,45.9587972,-66.62822424,-21.745,0.497
1708,45.95879462,-66.62822186,-21.747,0.503
1709,45.95879205,-66.62821936,-21.752,0.511
1710,45.95878946,-66.6282168,-21.753,0.528
1711,45.95878692,-66.62821418,-21.755,0.536
1712,45.95878435,-66.6282115,-21.76,0.525
1713,45.9587818,-66.62820879,-21.762,0.555
1714,45.95877922,-66.62820616,-21.763,0.553
1715,45.95877662,-66.62820349,-21.766,0.552
1716,45.95877406,-66.62820088,-21.77,0.546
1717,45.95877144,-66.62819825,-21.769,0.57
1718,45.95876879,-66.62819566,-21.77,0.579
1719,45.95876614,-66.62819299,-21.771,0.585
1720,45.95876346,-66.6281903,-21.77,0.609
1721,45.95876075,-66.62818758,-21.77,0.625
1722,45.95875803,-66.62818487,-21.77,0.65
1723,45.9587553,-66.62818204,-21.772,0.679
1724,45.95875255,-66.62817923,-21.77,0.745
1725,45.95874977,-66.62817642,-21.773,0.744
1726,45.95874705,-66.62817354,-21.772,0.781
1727,45.95874429,-66.62817068,-21.777,0.826
1728,45.95874155,-66.62816783,-21.779,0.869
1729,45.95873879,-66.62816491,-21.779,0.88
1730,45.95873601,-66.62816195,-21.78,0.911
1731,45.95873319,-66.628159,-21.782,0.941
1732,45.95873033,-66.6281561,-21.784,0.989
1733,45.95872749,-66.62815325,-21.783,1.019
1734,45.95872464,-66.62815041,-21.785,1.002
1735,45.95872177,-66.62814752,-21.788,1.057
1736,45.95871892,-66.62814475,-21.786,1.093
1737,45.95871605,-66.6281419,-21.784,1.084
1738,45.95871317,-66.62813898,-21.787,1.109
1739,45.95871027,-66.62813611,-21.783,1.149
1740,45.95870743,-66.62813327,-21.782,1.164
1741,45.95870462,-66.62813029,-21.78,1.146
1742,45.95870183,-66.62812731,-21.78,1.163
1743,45.95869913,-66.62812488,-21.767,1.171
1744,45.95869656,-66.62812315,-21.696,1.111
1745,45.95869395,-66.62812081,-21.638,1.072
1746,45.95869131,-66.62811806,-21.615,1.085
1747,45.95868865,-66.6281152,-21.601,1.098
1748,45.95868598,-66.62811227,-21.588,1.101
1749,45.95868331,-66.62810928,-21.575,1.074
1750,45.95868065,-66.62810624,-21.563,1.085
1751,45.95867799,-66.6281033,-21.548,1.097
1752,45.95867541,-66.62810029,-21.537,1.06
1753,45.95867272,-66.62809716,-21.531,1.027
1754,45.95866996,-66.62809413,-21.531,0.997
1755,45.95866729,-66.62809121,-21.531,0.917
1756,45.95866465,-66.62808828,-21.534,0.851
1757,45.95866194,-66.62808542,-21.531,0.832
1758,45.95865944,-66.62808252,-21.53,1.012
1759,45.95865884,-66.62807796,-21.526,1.42
1760,45.95865862,-66.62807006,-21.526,1.617
1761,45.95865637,-66.62805921,-21.523,1.645
1762,45.95865134,-66.62804824,-21.518,1.358
1763,45.95864473,-66.62803791,-21.52,1.192
1764,45.95863826,-66.62802802,-21.515,1.275
1765,45.95863314,-66.62801795,-21.516,1.298
1766,45.95863037,-66.628007,-21.521,1.62
1767,45.95863145,-66.62799646,-21.521,1.565
1768,45.95863576,-66.62798971,-21.529,1.0
1769,45.95864087,-66.62798909,-21.533,0.497
1770,45.95864515,-66.62799304,-21.541,0.04
1771,45.9586482,-66.62799751,-21.549,-0.32
1772,45.95865105,-66.62800123,-21.558,-0.446
1773,45.95865445,-66.62800404,-21.562,-0.44
1774,45.95865863,-66.62800564,-21.568,-0.262
1775,45.95866342,-66.62800654,-21.574,-0.06
1776,45.95866863,-66.62800758,-21.58,0.016
1777,45.95867403,-66.62800973,-21.58,0.027
1778,45.95867953,-66.62801302,-21.584,-0.055
1779,45.95868508,-66.62801675,-21.581,-0.117
1780,45.95869069,-66.62802059,-21.572,-0.157
1781,45.95869636,-66.62802417,-21.564,-0.122
1782,45.95870231,-66.62802762,-21.559,0.023
1783,45.95870879,-66.62802936,-21.553,0.265
1784,45.95871559,-66.62802787,-21.546,0.473
1785,45.95872181,-66.62802523,-21.538,0.581
1786,45.95872788,-66.62802463,-21.533,0.487
1787,45.95873422,-66.6280261,-21.525,0.224
1788,45.95874059,-66.62802781,-21.516,0.114
1789,45.95874714,-66.6280283,-21.509,0.133
1790,45.95875379,-66.62802741,-21.502,0.3
1791,45.95876048,-66.62802571,-21.5,0.426
1792,45.95876732,-66.62802359,-21.496,0.508
1793,45.95877417,-66.62802158,-21.498,0.481
1794,45.95878115,-66.62801956,-21.496,0.473
1795,45.95878818,-66.62801778,-21.492,0.44
1796,45.95879527,-66.62801595,-21.488,0.428
1797,45.95880235,-66.62801388,-21.484,0.429
1798,45.95880935,-66.6280119,-21.48,0.42
1799,45.95881644,-66.62801079,-21.482,0.342
1800,45.95882358,-66.62801046,-21.485,0.243
1801,45.95883065,-66.62801019,-21.481,0.221
1802,45.95883773,-66.62800948,-21.488,0.215
1803,45.95884481,-66.62800822,-21.505,0.264
1804,45.95885187,-66.62800681,-21.526,0.348
1805,45.95885904,-66.62800592,-21.531,0.318
1806,45.95886622,-66.62800529,-21.549,0.256
1807,45.95887346,-66.62800398,-21.565,0.367
1808,45.95888064,-66.62800113,-21.568,0.417
1809,45.95888725,-66.62799611,-21.566,0.579
1810,45.95889365,-66.62799065,-21.571,0.7
1811,45.95890022,-66.62798668,-21.567,0.654
1812,45.95890723,-66.62798433,-21.562,0.525
1813,45.95891436,-66.62798249,-21.559,0.442
1814,45.95892126,-66.62798,-21.556,0.456
1815,45.95892822,-66.62797708,-21.555,0.49
1816,45.95893525,-66.62797451,-21.559,0.483
1817,45.95894235,-66.6279719,-21.559,0.488
1818,45.95894942,-66.62796895,-21.566,0.439
1819,45.9589565,-66.627966,-21.564,0.439
1820,45.95896366,-66.62796325,-21.569,0.419
1821,45.95897077,-66.62796069,-21.567,0.427
1822,45.95897791,-66.62795792,-21.565,0.512
1823,45.95898501,-66.62795396,-21.564,0.609
1824,45.95899173,-66.62794776,-21.562,0.743
1825,45.95899762,-66.62793941,-21.558,0.893
1826,45.95900306,-66.6279306,-21.555,0.982
1827,45.95900881,-66.62792347,-21.55,0.978
1828,45.95901553,-66.62791907,-21.547,0.817
1829,45.95902261,-66.62791648,-21.541,0.561
1830,45.95902935,-66.62791322,-21.531,0.504
1831,45.95903594,-66.6279092,-21.528,0.512
1832,45.95904258,-66.62790501,-21.519,0.519
1833,45.9590495,-66.62790219,-21.517,0.489
1834,45.95905669,-66.62790143,-21.516,0.35
1835,45.95906388,-66.62790135,-21.514,0.269
1836,45.95907045,-66.62790066,-21.511,0.278
1837,45.95907543,-66.62789952,-21.504,0.321
1838,45.95907925,-66.62789821,-21.501,0.357
1839,45.95908233,-66.62789693,-21.497,0.375
1840,45.95908478,-66.627896,-21.487,0.356
1841,45.95908671,-66.62789543,-21.479,0.292
1842,45.95908815,-66.62789509,-21.469,0.238
1843,45.95908916,-66.62789486,-21.461,0.213
1844,45.95908986,-66.62789466,-21.45,0.17
1845,45.95909029,-66.62789427,-21.443,0.158
1846,45.95909051,-66.62789372,-21.432,0.188
1847,45.95909052,-66.62789297,-21.418,0.231
1848,45.95909036,-66.62789184,-21.408,0.277
1849,45.95909003,-66.62789043,-21.392,0.374
1850,45.95908957,-66.62788884,-21.376,0.459
1851,45.95908896,-66.62788699,-21.363,0.514
1852,45.95908826,-66.62788495,-21.35,0.589
1853,45.95908741,-66.6278829,-21.339,0.655
1854,45.95908646,-66.6278809,-21.324,0.688
1855,45.9590854,-66.62787884,-21.315,0.678
1856,45.95908422,-66.6278768,-21.303,0.702
1857,45.95908317,-66.62787478,-21.29,0.709
1858,45.95908384,-66.6278721,-21.281,0.541
1859,45.9590866,-66.62786944,-21.269,0.53
1860,45.95909082,-66.62786839,-21.253,0.398
1861,45.9590959,-66.62786974,-21.242,0.12
1862,45.959101,-66.62787351,-21.233,-0.163
1863,45.95910538,-66.62787811,-21.217,-0.304
1864,45.95910924,-66.6278817,-21.205,-0.362
1865,45.95911318,-66.62788432,-21.192,-0.351
1866,45.9591169,-66.62788691,-21.178,-0.372
1867,45.95911986,-66.62789077,-21.162,-0.388
1868,45.95912168,-66.62789649,-21.146,-0.581
1869,45.95912193,-66.62790372,-21.133,-0.831
1870,45.95912023,-66.62791163,-21.113,-1.111
1871,45.95911665,-66.6279191,-21.093,-1.375
1872,45.95911129,-66.62792602,-21.072,-1.576
1873,45.95910364,-66.62793229,-21.056,-1.588
1874,45.95909402,-66.62793616,-21.041,-1.352
1875,45.95908329,-66.62793797,-21.026,-1.418
1876,45.95907251,-66.62793909,-21.008,-1.59
1877,45.95906188,-66.62794001,-20.991,-1.576
1878,45.95905083,-66.62793963,-20.976,-1.208
1879,45.95903901,-66.62793725,-20.961,-1.048
1880,45.95902694,-66.62793468,-20.945,-1.23
1881,45.95901497,-66.62793324,-20.937,-1.182
1882,45.95900293,-66.62793261,-20.927,-1.0
1883,45.95899069,-66.62793183,-20.924,-0.821
1884,45.9589782,-66.62793017,-20.922,-0.762
1885,45.95896551,-66.62792807,-20.922,-0.754
1886,45.95895268,-66.62792579,-20.92,-0.717
1887,45.95893972,-66.62792369,-20.921,-0.74
1888,45.9589267,-66.62792224,-20.921,-0.672
1889,45.95891366,-66.6279209,-20.923,-0.551
1890,45.95890056,-66.62791907,-20.923,-0.49
1891,45.95888733,-66.62791682,-20.924,-0.481
1892,45.95887406,-66.62791434,-20.928,-0.474
1893,45.95886081,-66.62791141,-20.931,-0.444
1894,45.95884745,-66.62790911,-20.937,-0.773
1895,45.95883448,-66.62790951,-20.937,-0.922
1896,45.95882199,-66.62791065,-20.934,-0.618
1897,45.95880941,-66.62790981,-20.929,-0.38
1898,45.95879667,-66.62790606,-20.929,-0.267
1899,45.95878407,-66.62789942,-20.928,-0.088
1900,45.95877187,-66.62789108,-20.926,-0.104
1901,45.95875985,-66.6278826,-20.923,-0.252
1902,45.95874779,-66.62787503,-20.915,-0.273
1903,45.95873552,-66.62786802,-20.911,-0.143
1904,45.95872319,-66.62786103,-20.906,-0.006
1905,45.95871096,-66.62785327,-20.905,0.121
1906,45.958699,-66.62784452,-20.9,0.279
1907,45.95868707,-66.62783527,-20.899,0.118
1908,45.95867479,-66.62782726,-20.888,-0.113
1909,45.95866216,-66.62782091,-20.88,-0.225
1910,45.95864954,-66.62781545,-20.872,-0.039
1911,45.9586371,-66.62780906,-20.862,0.181
1912,45.95862469,-66.62780159,-20.855,0.027
1913,45.95861203,-66.62779492,-20.848,-0.28
1914,45.95859908,-66.62779048,-20.836,-0.498
1915,45.95858623,-66.6277874,-20.829,-0.255
1916,45.95857358,-66.62778303,-20.824,-0.047
1917,45.95856075,-66.62777754,-20.818,-0.325
1918,45.95854774,-66.62777331,-20.812,-0.646
1919,45.9585348,-66.62777083,-20.801,-0.601
1920,45.95852198,-66.62776809,-20.792,-0.41
1921,45.95850924,-66.62776379,-20.787,-0.292
1922,45.95849642,-66.62775815,-20.783,-0.303
1923,45.95848377,-66.62775215,-20.778,-0.359
1924,45.95847114,-66.62774636,-20.774,-0.405
1925,45.9584585,-66.6277407,-20.776,-0.461
1926,45.95844582,-66.62773583,-20.777,-0.535
1927,45.95843295,-66.62773218,-20.778,-0.573
1928,45.95842003,-66.62772983,-20.783,-0.613
1929,45.9584072,-66.62772813,-20.786,-0.492
1930,45.95839453,-66.62772576,-20.79,-0.329
1931,45.95838163,-66.62772267,-20.798,-0.503
1932,45.95836871,-66.62772071,-20.802,-0.783
1933,45.95835609,-66.62772079,-20.801,-0.759
1934,45.95834374,-66.62772129,-20.807,-0.579
1935,45.95833128,-66.6277211,-20.807,-0.557
1936,45.95831858,-66.62772107,-20.81,-0.725
1937,45.95830597,-66.62772215,-20.813,-0.799
1938,45.9582935,-66.62772436,-20.815,-0.773
1939,45.95828117,-66.62772731,-20.814,-0.845
1940,45.95826902,-66.62773052,-20.82,-0.743
1941,45.9582567,-66.62773341,-20.819,-0.804
1942,45.95824443,-66.62773666,-20.819,-1.028
1943,45.95823252,-66.62774135,-20.821,-1.02
1944,45.95822099,-66.62774654,-20.816,-1.004
1945,45.95820934,-66.62775073,-20.816,-0.667
1946,45.95819708,-66.62775121,-20.816,-0.511
1947,45.95818437,-66.62774902,-20.815,-0.695
1948,45.95817175,-66.62774659,-20.813,-0.911
1949,45.95815927,-66.62774462,-20.809,-0.86
1950,45.95814679,-66.62774209,-20.809,-0.516
1951,45.95813426,-66.62773734,-20.807,-0.255
1952,45.95812192,-66.62773071,-20.809,-0.267
1953,45.95810987,-66.62772356,-20.807,-0.313
1954,45.95809797,-66.62771651,-20.806,-0.235
1955,45.95808607,-66.62770915,-20.805,-0.132
1956,45.95807413,-66.62770124,-20.801,-0.054
1957,45.95806224,-66.62769277,-20.8,-0.062
1958,45.95805023,-66.62768438,-20.798,-0.093
1959,45.95803796,-66.6276768,-20.798,-0.182
1960,45.95802543,-66.62767023,-20.795,-0.122
1961,45.95801287,-66.62766381,-20.797,0.046
1962,45.95800044,-66.62765655,-20.799,0.116
1963,45.957988,-66.62764874,-20.799,-0.065
1964,45.95797559,-66.62764106,-20.804,-0.071
1965,45.95796311,-66.62763348,-20.805,-0.121
1966,45.95795073,-66.62762574,-20.811,0.023
1967,45.95793837,-66.62761736,-20.811,0.049
1968,45.95792611,-66.62760882,-20.815,-0.043
1969,45.95791379,-66.62760074,-20.815,-0.13
1970,45.95790125,-66.62759368,-20.818,-0.199
1971,45.95788851,-66.62758754,-20.818,-0.255
1972,45.95787568,-66.62758227,-20.817,-0.246
1973,45.95786297,-66.62757689,-20.818,-0.132
1974,45.95785048,-66.6275704,-20.82,-0.016
1975,45.95783793,-66.62756309,-20.823,-0.173
1976,45.95782507,-66.62755778,-20.823,-0.527
1977,45.95781209,-66.62755536,-20.819,-0.593
1978,45.95779925,-66.62755468,-20.82,-0.516
1979,45.95778654,-66.62755427,-20.818,-0.485
1980,45.95777379,-66.62755394,-20.816,-0.647
1981,45.95776112,-66.6275545,-20.818,-0.667
1982,45.95774837,-66.62755547,-20.817,-0.606
1983,45.95773545,-66.62755694,-20.818,-0.651
1984,45.95772256,-66.62755934,-20.818,-0.8
1985,45.95771005,-66.62756298,-20.822,-0.854
1986,45.95769772,-66.62756678,-20.821,-0.707
1987,45.9576853,-66.62756973,-20.823,-0.749
1988,45.9576725,-66.62757268,-20.823,-0.889
1989,45.95765989,-66.62757671,-20.819,-1.092
1990,45.95764768,-66.62758263,-20.818,-1.181
1991,45.95763613,-66.62758972,-20.817,-1.222
1992,45.9576251,-66.62759721,-20.81,-1.209
1993,45.95761435,-66.62760433,-20.803,-1.101
1994,45.95760306,-66.62761077,-20.799,-1.147
1995,45.95759132,-66.62761685,-20.801,-1.198
1996,45.95757947,-66.62762291,-20.801,-1.212
1997,45.95756761,-66.62762899,-20.8,-1.255
1998,45.9575557,-66.62763522,-20.799,-1.296
1999,45.95754392,-66.62764177,-20.803,-1.286
2000,45.95753243,-66.62764876,-20.804,-1.228
2001,45.95752104,-66.62765552,-20.799,-1.122
2002,45.95750936,-66.62766134,-20.8,-1.063
2003,45.95749712,-66.62766656,-20.793,-1.2
2004,45.95748505,-66.62767194,-20.781,-1.261
2005,45.95747288,-66.62767716,-20.771,-1.132
2006,45.95746031,-66.62768175,-20.776,-1.045
2007,45.95744773,-66.62768628,-20.783,-1.086
2008,45.9574354,-66.62769063,-20.787,-0.929
2009,45.95742331,-66.62769453,-20.78,-0.782
2010,45.95741074,-66.62769867,-20.794,-0.952
2011,45.95739823,-66.62770393,-20.805,-1.105
2012,45.95738609,-66.62770877,-20.815,-0.785
2013,45.95737375,-66.62770985,-20.816,-0.297
2014,45.957361,-66.62770637,-20.823,-0.304
2015,45.95734822,-66.62770189,-20.818,-0.622
2016,45.95733515,-66.62769846,-20.809,-0.741
2017,45.95732195,-66.62769536,-20.792,-0.645
2018,45.95730938,-66.62769147,-20.795,-0.376
2019,45.95729651,-66.62768711,-20.823,-0.33
2020,45.95728316,-66.62768147,-20.789,-0.416
2021,45.9572692,-66.62767581,-20.733,-0.425
2022,45.95725713,-66.6276727,-20.771,-0.348
2023,45.95724381,-66.62766803,-20.767,-0.283
2024,45.95723054,-66.62766412,-20.721,-0.243
2025,45.957217,-66.62766048,-20.699,-0.119
2026,45.95720362,-66.62765618,-20.678,-0.038
2027,45.95719098,-66.62765118,-20.688,-0.033
2028,45.95717831,-66.62764576,-20.694,-0.074
2029,45.95716537,-66.62764102,-20.705,-0.121
2030,45.95715222,-66.62763794,-20.731,-0.149
2031,45.95713893,-66.627636,-20.747,-0.094
2032,45.95712566,-66.62763404,-20.748,-0.061
2033,45.95711222,-66.62763145,-20.704,-0.046
2034,45.95709853,-66.62762773,-20.688,-0.223
2035,45.95708489,-66.62762409,-20.698,-0.323
2036,45.95707101,-66.62762094,-20.704,-0.415
2037,45.95705728,-66.6276189,-20.717,-0.436
2038,45.95704349,-66.62761738,-20.717,-0.392
2039,45.95702974,-66.62761528,-20.745,-0.306
2040,45.95701581,-66.62761222,-20.753,-0.29
2041,45.95700197,-66.62760862,-20.761,-0.298
2042,45.9569883,-66.6276044,-20.767,-0.225
2043,45.95697479,-66.62759913,-20.769,-0.174
2044,45.95696156,-66.62759325,-20.78,-0.284
2045,45.95694836,-66.62758799,-20.792,-0.351
2046,45.9569351,-66.62758349,-20.797,-0.248
2047,45.95692187,-66.62757907,-20.808,-0.207
2048,45.95690854,-66.62757448,-20.811,-0.113
2049,45.95689518,-66.62756926,-20.82,-0.045
2050,45.95688182,-66.62756367,-20.834,-0.098
2051,45.9568682,-66.62755959,-20.845,-0.411
2052,45.95685456,-66.62755879,-20.866,-0.696
2053,45.95684153,-66.6275617,-20.872,-0.745
2054,45.95682948,-66.62756717,-20.888,-0.891
2055,45.95681872,-66.627575,-20.916,-1.099
2056,45.95680994,-66.62758497,-20.948,-1.251
2057,45.95680371,-66.62759636,-20.981,-1.336
2058,45.95679993,-66.62760795,-21.011,-1.368
2059,45.95679752,-66.62761892,-21.046,-1.265
2060,45.95679462,-66.62762942,-21.081,-1.205
2061,45.95679029,-66.6276404,-21.112,-1.251
2062,45.95678548,-66.62765211,-21.143,-1.48
2063,45.95678136,-66.62766428,-21.179,-1.592
2064,45.95677793,-66.62767655,-21.21,-1.553
2065,45.95677429,-66.62768896,-21.241,-1.53
2066,45.95677004,-66.62770169,-21.262,-1.569
2067,45.95676565,-66.62771475,-21.284,-1.595
2068,45.95676202,-66.62772799,-21.297,-1.653
2069,45.95675962,-66.62774101,-21.318,-1.587
2070,45.956758,-66.62775384,-21.339,-1.479
2071,45.95675698,-66.62776654,-21.36,-1.328
2072,45.95675697,-66.62777882,-21.379,-1.251
2073,45.95675734,-66.62779064,-21.401,-1.142
2074,45.95675733,-66.6278027,-21.416,-1.103
2075,45.95675629,-66.62781534,-21.433,-1.179
2076,45.9567552,-66.62782832,-21.435,-1.251
2077,45.95675461,-66.62784083,-21.449,-1.293
2078,45.95675473,-66.62785302,-21.454,-1.215
2079,45.95675535,-66.62786487,-21.464,-1.128
2080,45.95675668,-66.62787644,-21.475,-1.036
2081,45.95675885,-66.62788743,-21.483,-0.946
2082,45.95676194,-66.6278972,-21.492,-0.768
2083,45.95676557,-66.62790575,-21.499,-0.617
2084,45.9567697,-66.62791358,-21.507,-0.545
2085,45.95677452,-66.62792006,-21.516,-0.41
2086,45.95677985,-66.62792458,-21.523,-0.219
2087,45.95678512,-66.62792822,-21.533,-0.008
2088,45.95679048,-66.62793192,-21.536,0.031
2089,45.95679627,-66.62793398,-21.543,0.026
2090,45.9568023,-66.62793325,-21.544,0.194
2091,45.95680795,-66.627932,-21.546,0.313
2092,45.9568135,-66.62793214,-21.546,0.245
2093,45.95681922,-66.6279333,-21.556,0.164
2094,45.95682508,-66.62793273,-21.553,0.233
2095,45.9568307,-66.62792953,-21.555,0.394
2096,45.95683603,-66.62792585,-21.559,0.484
2097,45.95684167,-66.62792375,-21.562,0.384
2098,45.95684761,-66.62792283,-21.568,0.263
2099,45.9568537,-66.62792144,-21.57,0.252
2100,45.95685964,-66.62791925,-21.578,0.286
2101,45.95686564,-66.627917,-21.575,0.27
2102,45.95687181,-66.62791517,-21.581,0.267
2103,45.95687815,-66.6279136,-21.588,0.271
2104,45.95688465,-66.62791183,-21.595,0.329
2105,45.95689116,-66.62790956,-21.597,0.387
2106,45.95689766,-66.62790718,-21.604,0.303
2107,45.95690416,-66.62790595,-21.613,0.31
2108,45.95691095,-66.62790602,-21.62,0.196
2109,45.95691754,-66.62790586,-21.628,0.198
2110,45.95692409,-66.62790434,-21.633,0.319
2111,45.95693043,-66.62790192,-21.63,0.477
2112,45.95693672,-66.62789965,-21.632,0.432
2113,45.95694313,-66.62789817,-21.636,0.348
2114,45.95694957,-66.6278976,-21.635,0.243
2115,45.95695605,-66.62789734,-21.645,0.189
2116,45.95696252,-66.6278969,-21.646,0.221
2117,45.95696903,-66.62789647,-21.652,0.207
2118,45.95697556,-66.6278959,-21.665,0.21
2119,45.95698212,-66.62789575,-21.658,0.218
2120,45.95698871,-66.62789573,-21.67,0.195
2121,45.95699527,-66.62789578,-21.68,0.189
2122,45.95700171,-66.62789613,-21.681,0.217
2123,45.95700807,-66.62789674,-21.696,0.19
2124,45.95701448,-66.62789722,-21.704,0.179
2125,45.95702085,-66.62789796,-21.719,0.128
2126,45.95702707,-66.62789951,-21.736,0.011
2127,45.95703304,-66.62790223,-21.743,-0.107
2128,45.95703888,-66.62790508,-21.747,-0.207
2129,45.9570449,-66.62790696,-21.753,-0.108
2130,45.95705095,-66.62790781,-21.762,0.009
2131,45.95705709,-66.62790836,-21.772,0.128
2132,45.95706322,-66.62790939,-21.779,0.141
2133,45.95706927,-66.62791069,-21.789,0.111
2134,45.95707533,-66.62791212,-21.801,0.105
2135,45.95708147,-66.62791347,-21.811,0.118
2136,45.95708757,-66.62791463,-21.813,0.1
2137,45.95709379,-66.62791557,-21.827,0.072
2138,45.95710006,-66.62791677,-21.832,0.09
2139,45.95710609,-66.62791857,-21.822,0.007
2140,45.95711205,-66.62792044,-21.828,-0.032
2141,45.95711778,-66.62792182,-21.835,0.048
2142,45.95712373,-66.6279231,-21.855,0.089
2143,45.95712976,-66.62792408,-21.885,0.119
2144,45.95713574,-66.6279257,-21.894,0.099
2145,45.9571418,-66.62792772,-21.897,0.056
2146,45.95714785,-66.62792986,-21.911,-0.078
2147,45.95715387,-66.62793182,-21.922,-0.099
2148,45.95715998,-66.62793363,-21.925,-0.083
2149,45.95716628,-66.62793533,-21.936,-0.08
2150,45.9571726,-66.6279369,-21.926,-0.034
2151,45.95717899,-66.6279385,-21.918,-0.058
2152,45.95718487,-66.62794051,-21.917,-0.052
2153,45.95719061,-66.62794414,-21.908,-0.138
2154,45.95719612,-66.62794906,-21.897,-0.301
2155,45.95720197,-66.62795396,-21.915,-0.343
2156,45.9572079,-66.62795797,-21.924,-0.25
2157,45.95721316,-66.62796165,-21.93,-0.238
2158,45.95721848,-66.62796597,-21.928,-0.25
2159,45.95722365,-66.627971,-21.949,-0.33
2160,45.95722866,-66.6279756,-21.958,-0.367
2161,45.95723381,-66.62797913,-21.943,-0.202
2162,45.95723899,-66.62798215,-21.943,-0.118
2163,45.95724442,-66.62798539,-21.937,-0.098
2164,45.95725033,-66.6279891,-21.933,-0.051
2165,45.95725593,-66.62799182,-21.882,-0.055
2166,45.9572614,-66.62799443,-21.839,-0.042
2167,45.95726625,-66.62799727,-21.859,0.044
2168,45.95726968,-66.62799726,-21.711,0.205
2169,45.95727386,-66.62799764,-21.616,0.377
2170,45.95728077,-66.62799969,-21.816,0.301
2171,45.95728751,-66.62800165,-21.934,0.22
2172,45.95729393,-66.62800435,-22.038,0.112
2173,45.95729954,-66.62800722,-22.011,-0.094
2174,45.95730534,-66.62801065,-22.11,-0.074
2175,45.95731105,-66.62801296,-22.088,-0.129
2176,45.95731712,-66.62801316,-22.043,0.038
2177,45.95732273,-66.62801277,-21.966,0.19
2178,45.95732863,-66.62801288,-21.948,0.165
2179,45.95733456,-66.62801435,-21.95,0.064
2180,45.95734048,-66.62801657,-21.977,-0.049
2181,45.95734655,-66.62801825,-21.991,-0.021
2182,45.95735236,-66.62801968,-21.996,-0.004
2183,45.95735815,-66.62802115,-21.985,0.015
2184,45.95736386,-66.62802333,-21.992,-0.033
2185,45.95736962,-66.62802616,-22.019,-0.165
2186,45.95737551,-66.62802835,-22.042,-0.123
2187,45.95738137,-66.62803014,-22.06,-0.079
2188,45.95738701,-66.62803178,-22.071,0.009
2189,45.95739255,-66.62803436,-22.074,-0.063
2190,45.95739821,-66.62803723,-22.078,-0.093
2191,45.95740397,-66.62804037,-22.085,-0.125
2192,45.95740975,-66.62804314,-22.096,-0.114
2193,45.95741567,-66.62804553,-22.114,-0.039
2194,45.95742204,-66.62804763,-22.124,-0.029
2195,45.95742812,-66.62804973,-22.149,-0.0
2196,45.9574341,-66.62805236,-22.179,-0.02
2197,45.95744017,-66.62805543,-22.205,-0.123
2198,45.95744618,-66.62805862,-22.223,-0.174
2199,45.95745219,-66.6280621,-22.239,-0.205
2200,45.95745815,-66.62806614,-22.253,-0.261
2201,45.95746396,-66.62807032,-22.266,-0.32
2202,45.95746963,-66.62807441,-22.284,-0.314
2203,45.95747544,-66.62807834,-22.295,-0.295
2204,45.95748138,-66.62808227,-22.307,-0.276
2205,45.95748749,-66.6280863,-22.317,-0.23
2206,45.95749353,-66.62809013,-22.321,-0.206
2207,45.95749955,-66.62809389,-22.331,-0.146
2208,45.95750565,-66.62809754,-22.326,-0.112
2209,45.95751169,-66.62810141,-22.329,-0.149
2210,45.95751757,-66.62810598,-22.335,-0.196
2211,45.95752382,-66.6281102,-22.34,-0.144
2212,45.95753034,-66.62811376,-22.335,-0.076
2213,45.95753673,-66.62811724,-22.325,-0.041
2214,45.95754293,-66.62812141,-22.325,-0.163
2215,45.95754873,-66.62812658,-22.333,-0.215
2216,45.95755452,-66.62813201,-22.338,-0.289
2217,45.95756051,-66.62813722,-22.339,-0.321
2218,45.95756639,-66.62814244,-22.341,-0.278
2219,45.9575719,-66.62814857,-22.341,-0.321
2220,45.95757727,-66.62815548,-22.342,-0.401
2221,45.95758255,-66.62816212,-22.348,-0.467
2222,45.95758802,-66.62816831,-22.358,-0.482
2223,45.95759353,-66.62817452,-22.37,-0.467
2224,45.95759899,-66.62818071,-22.383,-0.426
2225,45.9576044,-66.62818744,-22.398,-0.427
2226,45.95760964,-66.62819451,-22.412,-0.428
2227,45.95761499,-66.62820152,-22.43,-0.417
2228,45.95762036,-66.62820845,-22.444,-0.418
2229,45.95762562,-66.62821543,-22.459,-0.407
2230,45.95763067,-66.62822295,-22.469,-0.459
2231,45.9576356,-66.62823086,-22.493,-0.516
2232,45.95764037,-66.6282387,-22.502,-0.535
2233,45.9576451,-66.62824667,-22.519,-0.561
2234,45.95764991,-66.6282546,-22.527,-0.538
2235,45.95765482,-66.62826246,-22.541,-0.495
2236,45.95765973,-66.62827031,-22.549,-0.502
2237,45.95766458,-66.62827828,-22.56,-0.496
2238,45.95766923,-66.62828642,-22.57,-0.518
2239,45.95767398,-66.62829425,-22.581,-0.513
